year,month,day,hour_n,hour,holi,h_temp,h_bodytemp,h_humidity,h_pressure,h_visibility,h_wind_speed,h_gust_speed
2016,09,27,13.0,13,0,30.0,34.1,66,1010.0,10.0,18.0,36.0
2016,09,27,17.0,14,0,31.0,35.4,62,1009.0,10.0,18.0,39.6
2016,07,05,4.0,16,0,28.0,33.6,89,1009.0,3.5,21.6,39.6
2016,07,07,6.0,20,0,29.0,34.5,79,1008.0,10.0,21.6,39.6
2016,07,08,19.0,18,0,30.0,35.0,70,1004.0,10.0,21.6,43.2
2016,07,09,4.0,13,1,29.0,33.5,74,1004.0,10.0,18.0,36.0
2016,07,09,5.0,14,1,28.0,31.9,79,1004.0,10.0,18.0,36.0
2016,07,09,12.0,19,1,28.0,31.9,79,1003.0,10.0,18.0,39.6
2016,07,23,8.0,17,1,39.0,43.3,35,1004.0,10.0,10.8,28.8
2016,08,05,14.0,18,0,31.0,37.6,70,1005.0,10.0,14.4,39.6
2016,08,09,5.0,19,0,29.0,35.6,84,1004.0,10.0,18.0,36.0
2016,08,20,5.0,14,1,32.0,40.4,70,1002.0,10.0,18.0,36.0
2016,08,22,5.0,11,0,34.0,39.1,52,1007.0,10.0,14.4,39.6
2016,08,22,13.0,17,0,34.0,39.1,52,1006.0,10.0,18.0,39.6
2016,08,29,8.0,11,0,30.0,29.7,40,1009.0,10.0,21.6,39.6
2016,09,12,9.0,18,0,27.0,28.5,65,1015.0,10.0,14.4,39.6
2016,09,18,2.0,11,0,27.0,28.5,65,1010.0,10.0,25.2,43.2
2016,09,27,1.0,11,0,31.0,35.4,62,1011.0,10.0,18.0,39.6
2016,09,27,1.0,14,0,31.0,35.4,62,1009.0,10.0,18.0,39.6
2016,09,12,2.0,10,0,27.0,28.2,61,1016.0,6.0,10.8,28.8
2016,09,26,7.0,12,0,30.0,34.1,66,1011.0,10.0,14.4,32.4
2016,02,14,6.0,13,0,5.0,0.9,42,1029.0,10.0,21.6,39.6
2016,03,08,4.0,10,0,7.0,2.8,87,1018.0,3.0,28.8,46.8
2016,03,08,8.0,15,0,6.0,1.5,93,1017.0,4.0,28.8,46.8
2016,08,06,10.0,18,1,28.0,31.2,74,1003.0,10.0,18.0,36.0
2016,08,10,7.0,16,0,34.0,41.8,59,1004.0,10.0,18.0,36.0
2016,09,26,5.0,12,0,30.0,34.1,66,1011.0,10.0,14.4,32.4
2015,07,23,7.0,21,0,27.0,31.2,94,1004.0,7.0,7.2,25.2
2015,07,27,3.0,18,0,36.0,44.5,53,1007.0,10.0,10.8,28.8
2015,07,28,3.0,12,0,36.0,43.1,50,1008.0,10.0,14.4,36.0
2015,08,01,4.0,17,1,32.0,43.9,79,1007.0,7.0,18.0,36.0
2015,08,08,1.0,18,1,30.0,36.0,74,1008.0,10.0,25.2,43.2
2015,08,09,1.0,15,1,31.0,37.6,70,1006.0,10.0,25.2,43.2
2015,08,09,3.0,17,1,30.0,36.0,74,1006.0,10.0,28.8,46.8
2015,08,11,1.0,14,0,30.0,33.2,62,1002.0,10.0,32.4,50.4
2015,08,11,1.0,15,0,30.0,34.1,66,1002.0,10.0,21.6,39.6
2015,08,16,2.0,12,1,28.0,31.9,79,1005.0,10.0,10.8,28.8
2015,08,16,4.0,14,1,29.0,32.7,70,1005.0,10.0,14.4,32.4
2015,08,17,1.0,15,0,32.0,34.9,52,1007.0,10.0,14.4,32.4
2015,08,17,2.0,17,0,30.0,32.4,58,1007.0,10.0,14.4,32.4
2015,08,30,6.0,15,1,30.0,31.9,55,1008.0,10.0,14.4,36.0
2015,08,31,4.0,11,0,29.0,31.3,62,1010.0,10.0,14.4,32.4
2015,09,03,1.0,12,1,30.0,31.9,55,1013.0,10.0,14.4,36.0
2015,09,05,3.0,12,1,28.0,31.9,79,1003.0,10.0,32.4,54.0
2015,09,05,2.0,17,1,28.0,30.7,70,1003.0,10.0,25.2,43.2
2015,09,21,2.0,16,0,27.0,27.5,51,1012.0,10.0,18.0,39.6
2015,11,25,12.0,12,0,7.0,2.8,76,1025.0,10.0,28.8,46.8
2015,12,27,3.0,18,1,8.0,4.4,71,1033.0,10.0,25.2,43.2
2016,01,23,2.0,11,1,1.0,8.0,60,1039.0,10.0,32.4,50.4
2016,02,01,1.0,19,0,1.0,4.2,65,1034.0,10.0,21.6,39.6
2016,02,13,1.0,22,2,8.0,4.1,81,1019.0,10.0,28.8,46.8
2016,03,08,7.0,17,0,7.0,2.2,93,1014.0,6.0,36.0,57.6
2016,07,09,17.0,13,1,29.0,33.5,74,1004.0,10.0,18.0,36.0
2016,07,09,20.0,14,1,28.0,31.9,79,1004.0,10.0,18.0,36.0
2016,07,09,6.0,17,1,29.0,33.5,74,1003.0,10.0,18.0,43.2
2016,07,09,11.0,19,1,28.0,31.9,79,1003.0,10.0,18.0,39.6
2016,07,10,10.0,17,1,28.0,33.6,89,1000.0,8.0,10.8,28.8
2016,08,03,6.0,14,0,28.0,31.9,79,1007.0,10.0,18.0,36.0
2016,08,05,17.0,18,0,31.0,37.6,70,1005.0,10.0,14.4,39.6
2016,08,09,11.0,19,0,29.0,35.6,84,1004.0,10.0,18.0,36.0
2016,08,22,3.0,11,0,34.0,39.1,52,1007.0,10.0,14.4,39.6
2016,08,24,7.0,12,0,34.0,37.1,46,1004.0,10.0,7.2,32.4
2016,09,12,10.0,18,0,27.0,28.5,65,1015.0,10.0,14.4,39.6
2016,09,18,8.0,13,0,28.0,29.2,58,1009.0,10.0,32.4,50.4
2016,09,27,5.0,13,0,30.0,34.1,66,1010.0,10.0,18.0,36.0
2016,08,10,7.0,17,0,32.0,43.9,79,1004.0,10.0,21.6,39.6
2016,08,17,13.0,12,0,35.0,44.6,59,1002.0,10.0,14.4,32.4
2016,07,05,2.0,16,0,28.0,33.6,89,1009.0,3.5,21.6,39.6
2016,07,08,6.0,18,0,30.0,35.0,70,1004.0,10.0,21.6,43.2
2016,07,08,6.0,21,0,28.0,31.9,79,1006.0,10.0,18.0,39.6
2016,07,09,6.0,13,1,29.0,33.5,74,1004.0,10.0,18.0,36.0
2016,07,09,17.0,19,1,28.0,31.9,79,1003.0,10.0,18.0,39.6
2016,08,05,22.0,18,0,31.0,37.6,70,1005.0,10.0,14.4,39.6
2016,08,09,2.0,14,0,33.0,40.6,63,1004.0,10.0,25.2,43.2
2016,08,09,9.0,19,0,29.0,35.6,84,1004.0,10.0,18.0,36.0
2016,08,24,2.0,12,0,34.0,37.1,46,1004.0,10.0,7.2,32.4
2016,08,29,5.0,11,0,30.0,29.7,40,1009.0,10.0,21.6,39.6
2016,09,12,12.0,18,0,27.0,28.5,65,1015.0,10.0,14.4,39.6
2016,09,13,3.0,13,0,29.0,30.3,55,1016.0,10.0,18.0,36.0
2016,09,27,3.0,11,0,31.0,35.4,62,1011.0,10.0,18.0,39.6
2016,09,27,2.0,13,0,30.0,34.1,66,1010.0,10.0,18.0,36.0
2016,05,03,2.0,11,0,29.0,35.6,84,1012.0,6.0,10.8,39.6
2016,05,06,3.0,17,0,28.0,30.2,66,1008.0,1.5,32.4,57.6
2016,05,15,6.0,17,1,29.0,31.3,62,1008.0,10.0,28.8,50.4
2016,05,30,4.0,13,0,33.0,41.8,66,1007.0,6.0,7.2,25.2
2016,06,03,6.0,18,0,29.0,34.5,79,1002.0,4.0,14.4,32.4
2016,06,15,5.0,13,0,33.0,40.6,63,1003.0,10.0,18.0,36.0
2016,07,01,4.0,10,0,29.0,33.5,74,1009.0,3.0,21.6,57.6
2016,07,30,4.0,15,1,37.0,42.9,44,1004.0,10.0,10.8,28.8
2016,07,30,8.0,16,1,28.0,31.9,79,1004.0,10.0,21.6,39.6
2016,08,01,4.0,13,0,37.0,42.9,44,1000.0,10.0,21.6,43.2
2016,08,02,1.0,5,0,27.0,29.6,79,988.0,10.0,39.6,72.0
2016,08,06,3.0,11,1,33.0,41.8,66,1006.0,5.0,7.2,25.2
2016,08,15,13.0,17,0,29.0,34.5,79,996.0,4.0,32.4,50.4
2016,08,28,4.0,14,1,30.0,32.4,58,1007.0,10.0,21.6,39.6
2016,09,14,3.0,15,0,33.0,35.2,46,1003.0,10.0,21.6,39.6
2016,09,15,3.0,10,2,32.0,34.9,52,1004.0,9.0,10.8,28.8
2016,09,15,1.0,12,2,34.0,36.5,44,1003.0,9.0,18.0,39.6
2016,09,16,3.0,13,2,33.0,36.0,49,1005.0,10.0,14.4,32.4
2016,09,26,6.0,15,0,35.0,40.3,49,1005.0,5.0,7.2,25.2
2016,10,02,5.5849624,15,2,32.0,35.6,55,1007.0,10.0,14.4,32.4
2016,10,09,1.0,13,0,27.0,27.9,58,1010.0,10.0,21.6,39.6
2016,05,06,4.0,17,0,28.0,30.2,66,1008.0,1.5,32.4,57.6
2016,05,30,3.0,13,0,33.0,41.8,66,1007.0,6.0,7.2,25.2
2016,06,03,4.0,18,0,29.0,34.5,79,1002.0,4.0,14.4,32.4
2016,06,15,2.0,13,0,33.0,40.6,63,1003.0,10.0,18.0,36.0
2016,07,01,10.0,10,0,29.0,33.5,74,1009.0,3.0,21.6,57.6
2016,08,02,3.0,11,0,27.0,30.1,84,990.0,10.0,28.8,46.8
2016,08,06,1.0,11,1,33.0,41.8,66,1006.0,5.0,7.2,25.2
2016,08,06,4.0,17,1,35.0,41.9,53,1001.0,10.0,10.8,28.8
2016,08,15,3.0,17,0,29.0,34.5,79,996.0,4.0,32.4,50.4
2016,08,28,2.0,13,1,31.0,33.7,55,1007.0,10.0,21.6,39.6
2016,08,28,3.0,14,1,30.0,32.4,58,1007.0,10.0,21.6,39.6
2016,09,15,12.0,10,2,32.0,34.9,52,1004.0,9.0,10.8,28.8
2016,09,15,9.0,17,2,28.0,32.7,84,1003.0,4.0,7.2,28.8
2016,09,17,8.0,12,2,32.0,34.1,49,1007.0,10.0,18.0,36.0
2016,10,09,3.0,13,0,27.0,27.9,58,1010.0,10.0,21.6,39.6
2016,10,21,7.0,11,0,28.0,30.2,66,997.0,10.0,43.2,64.8
2016,10,21,12.0,12,0,29.0,31.3,62,995.0,10.0,36.0,54.0
2016,10,21,3.0,14,0,29.0,31.3,62,993.0,10.0,28.8,46.8
2015,07,16,2.0,18,0,29.0,35.6,84,998.0,5.0,18.0,36.0
2015,07,27,7.0,11,0,31.0,37.6,70,1010.0,10.0,14.4,32.4
2015,08,03,7.0,18,0,33.0,37.8,55,1008.0,10.0,10.8,28.8
2015,08,04,2.0,15,0,35.0,40.3,49,1006.0,10.0,10.8,36.0
2015,08,14,5.0,13,0,33.0,40.6,63,1005.0,7.0,7.2,28.8
2015,08,14,3.0,14,0,29.0,34.5,79,1005.0,7.0,21.6,39.6
2015,08,15,5.0,15,1,28.0,33.6,89,1007.0,1.0,32.4,54.0
2015,08,19,5.0,16,0,37.0,44.3,47,1004.0,10.0,7.2,25.2
2015,09,28,4.0,13,0,32.0,34.1,49,1007.0,10.0,18.0,36.0
2015,11,24,5.0,14,0,27.0,27.9,58,1015.0,10.0,10.8,28.8
2016,05,03,9.0,11,0,29.0,35.6,84,1012.0,6.0,10.8,39.6
2016,05,15,18.0,17,1,29.0,31.3,62,1008.0,10.0,28.8,50.4
2016,06,03,8.0,18,0,29.0,34.5,79,1002.0,4.0,14.4,32.4
2016,06,15,6.0,13,0,33.0,40.6,63,1003.0,10.0,18.0,36.0
2016,07,01,7.0,10,0,29.0,33.5,74,1009.0,3.0,21.6,57.6
2016,07,30,7.0,16,1,28.0,31.9,79,1004.0,10.0,21.6,39.6
2016,08,01,8.0,13,0,37.0,42.9,44,1000.0,10.0,21.6,43.2
2016,08,06,7.0,11,1,33.0,41.8,66,1006.0,5.0,7.2,25.2
2016,08,06,16.0,17,1,35.0,41.9,53,1001.0,10.0,10.8,28.8
2016,08,15,10.0,17,0,29.0,34.5,79,996.0,4.0,32.4,50.4
2016,08,28,8.0,13,1,31.0,33.7,55,1007.0,10.0,21.6,39.6
2016,09,14,6.0,15,0,33.0,35.2,46,1003.0,10.0,21.6,39.6
2016,09,15,9.0,12,2,34.0,36.5,44,1003.0,9.0,18.0,39.6
2016,09,17,15.0,12,2,32.0,34.1,49,1007.0,10.0,18.0,36.0
2016,10,02,10.0,15,2,32.0,35.6,55,1007.0,10.0,14.4,32.4
2016,10,09,5.0,13,0,27.0,27.9,58,1010.0,10.0,21.6,39.6
2016,10,21,15.0,11,0,28.0,30.2,66,997.0,10.0,43.2,64.8
2016,10,21,19.0,12,0,29.0,31.3,62,995.0,10.0,36.0,54.0
2016,05,11,6.0,15,0,28.0,27.8,42,999.0,6.0,18.0,36.0
2016,07,04,1.0,10,0,28.0,30.7,70,1008.0,5.0,10.8,32.4
2016,07,09,3.0,10,1,30.0,35.0,70,1006.0,6.0,3.6,21.6
2016,07,29,26.0,18,0,32.0,39.0,66,1004.0,2.5,14.4,36.0
2016,07,30,3.0,18,1,27.0,30.6,89,1006.0,2.5,32.4,54.0
2016,07,31,12.0,12,1,31.0,36.4,66,1008.0,5.0,7.2,25.2
2016,08,01,16.0,11,0,30.0,33.2,62,1009.0,5.0,14.4,39.6
2016,08,02,6.0,12,0,29.0,31.3,62,1010.0,7.0,18.0,36.0
2016,07,30,4.0,15,1,29.0,36.8,89,1006.0,2.5,10.8,28.8
2015,11,25,4.0,15,0,7.0,3.4,87,1025.0,10.0,21.6,39.6
2015,11,25,3.0,22,0,6.0,2.6,81,1027.0,10.0,18.0,36.0
2015,11,26,14.0,8,0,4.0,0.1,56,1029.0,8.0,18.0,39.6
2015,11,26,8.584963,9,0,5.0,0.9,57,1029.0,8.0,21.6,39.6
2015,11,26,2.0,12,0,7.0,2.2,39,1028.0,10.0,36.0,57.6
2015,11,26,6.0,13,0,7.0,2.2,39,1028.0,10.0,36.0,54.0
2016,01,23,2.0,13,1,1.0,5.4,56,1037.0,10.0,32.4,50.4
2016,01,23,2.0,14,1,0.0,7.3,44,1036.0,10.0,39.6,57.6
2016,01,24,1.0,7,1,4.0,11.5,69,1039.0,6.0,28.8,46.8
2016,01,24,3.0,8,1,5.0,12.3,59,1040.0,10.0,25.2,43.2
2016,01,24,6.0,9,1,4.0,11.0,50,1041.0,10.0,25.2,46.8
2016,01,24,6.0,10,1,4.0,13.0,36,1042.0,10.0,43.2,64.8
2016,01,24,2.0,11,1,4.0,13.3,36,1041.0,10.0,46.8,64.8
2016,01,24,2.0,13,1,3.0,11.3,37,1040.0,10.0,39.6,64.8
2016,01,24,2.0,14,1,4.0,13.3,43,1039.0,10.0,46.8,72.0
2016,02,06,1.0,16,0,7.0,3.1,37,1029.0,6.0,25.2,43.2
2016,02,14,1.0,2,0,8.0,4.7,87,1021.0,5.0,21.6,39.6
2016,02,14,8.0,8,0,4.0,0.4,81,1025.0,6.0,21.6,39.6
2016,02,15,5.0,10,0,4.0,0.4,36,1032.0,10.0,21.6,43.2
2016,02,20,1.0,7,1,8.0,5.1,57,1027.0,4.5,18.0,36.0
2016,03,08,4.0,20,0,8.0,4.4,93,1016.0,9.0,25.2,43.2
2016,03,08,3.0,21,0,8.0,4.7,93,1016.0,6.0,21.6,43.2
2016,03,09,4.0,18,0,6.0,2.6,66,1025.0,10.0,18.0,36.0
2016,03,24,2.0,9,0,8.0,5.1,57,1029.0,10.0,18.0,36.0
2016,06,22,4.0,13,0,33.0,40.6,63,1004.0,10.0,18.0,36.0
2016,06,24,2.0,16,0,30.0,35.0,70,1003.0,10.0,21.6,39.6
2016,07,14,1.0,16,0,29.0,36.8,89,1003.0,10.0,14.4,32.4
2016,07,22,6.0,16,0,29.0,36.8,89,1006.0,4.0,28.8,46.8
2016,08,17,6.0,14,0,35.0,39.5,47,1001.0,10.0,10.8,32.4
2016,08,28,1.0,15,1,31.0,29.8,31,1006.0,10.0,25.2,46.8
2016,09,19,1.0,12,0,27.0,28.5,65,1010.0,10.0,21.6,39.6
2016,07,20,14.0,12,0,30.0,36.0,74,999.0,10.0,39.6,57.6
2016,08,02,1.0,15,0,33.0,41.8,66,1002.0,10.0,14.4,32.4
2016,08,25,8.0,17,0,30.0,37.4,79,1002.0,3.0,28.8,50.4
2016,09,18,3.0,13,0,31.0,30.9,40,1012.0,10.0,10.8,36.0
2016,09,23,2.0,16,0,31.0,30.3,35,1011.0,7.0,7.2,25.2
2015,12,02,2.0,17,0,2.0,3.7,33,1020.0,10.0,28.8,46.8
2015,12,02,2.0,19,0,2.0,2.9,30,1021.0,10.0,21.6,39.6
2016,05,30,1.0,16,0,34.0,33.6,32,1000.0,8.0,10.8,28.8
2016,07,11,12.0,12,0,35.0,38.5,44,1000.0,6.0,21.6,43.2
2016,07,30,8.0,15,1,29.0,36.8,89,1006.0,2.5,10.8,28.8
2016,08,06,2.0,23,1,27.0,28.9,70,1005.0,10.0,18.0,36.0
2015,10,23,3.0,13,0,27.0,28.2,61,1013.0,10.0,25.2,43.2
2016,03,11,1.0,11,0,8.0,4.1,62,1027.0,8.0,28.8,46.8
2016,06,25,37.0,18,1,28.0,30.7,70,1009.0,10.0,28.8,46.8
2016,09,14,2.0,10,0,27.0,30.6,89,1006.0,10.0,46.8,64.8
2016,09,14,7.0,14,0,28.0,32.7,84,1003.0,9.0,54.0,72.0
2016,09,14,3.0,15,0,27.0,31.2,94,1002.0,5.0,46.8,68.4
2016,09,14,37.0,16,0,27.0,31.2,94,1001.0,3.0,57.6,75.6
2016,09,14,27.0,18,0,27.0,30.6,89,1002.0,10.0,57.6,75.6
2016,09,14,3.0,21,0,27.0,30.6,89,1003.0,7.0,57.6,75.6
2016,09,17,1.0,16,2,27.0,30.6,89,1004.0,10.0,28.8,46.8
2016,09,26,18.0,19,0,27.0,30.1,84,1008.0,10.0,25.2,43.2
2016,09,27,1.0,9,0,28.0,31.2,74,1002.0,10.0,32.4,50.4
2016,09,27,17.0,10,0,28.0,31.9,79,1002.0,10.0,36.0,57.6
2016,09,27,2.0,11,0,28.0,31.9,79,1000.0,8.0,36.0,57.6
2016,09,27,23.0,12,0,28.0,31.9,79,999.0,6.0,32.4,54.0
2016,09,27,3.0,13,0,28.0,31.9,79,998.0,5.0,43.2,68.4
2016,10,07,7.0,11,2,27.0,30.6,89,1009.0,7.0,36.0,54.0
2016,10,07,3.0,13,2,28.0,33.6,89,1008.0,9.0,25.2,43.2
2015,09,21,3.0,16,0,27.0,27.5,51,1012.0,10.0,18.0,39.6
2015,11,25,24.584963,12,0,7.0,2.8,76,1025.0,10.0,28.8,46.8
2015,11,26,38.0,12,0,4.0,1.4,52,1029.0,10.0,32.4,50.4
2016,01,11,18.0,12,0,8.0,5.1,81,1024.0,6.0,18.0,36.0
2016,01,22,10.0,11,0,5.0,0.5,65,1030.0,10.0,25.2,43.2
2016,01,23,2.0,6,1,0.0,6.3,87,1035.0,8.0,28.8,46.8
2016,01,23,1.0,9,1,2.0,9.3,74,1039.0,10.0,32.4,61.2
2016,01,23,11.0,11,1,1.0,8.0,60,1039.0,10.0,32.4,50.4
2016,01,31,9.584963,11,1,5.0,1.3,65,1031.0,10.0,18.0,36.0
2016,02,01,7.0,19,0,1.0,4.2,65,1034.0,10.0,21.6,39.6
2016,07,07,1.0,20,0,29.0,34.5,79,1008.0,10.0,21.6,39.6
2016,07,08,17.0,18,0,30.0,35.0,70,1004.0,10.0,21.6,43.2
2016,07,08,1.0,21,0,28.0,31.9,79,1006.0,10.0,18.0,39.6
2016,07,09,7.0,13,1,29.0,33.5,74,1004.0,10.0,18.0,36.0
2016,07,09,3.0,14,1,28.0,31.9,79,1004.0,10.0,18.0,36.0
2016,07,10,3.0,17,1,28.0,33.6,89,1000.0,8.0,10.8,28.8
2016,07,23,5.0,17,1,39.0,43.3,35,1004.0,10.0,10.8,28.8
2016,08,05,2.0,18,0,31.0,37.6,70,1005.0,10.0,14.4,39.6
2016,08,20,7.0,14,1,32.0,40.4,70,1002.0,10.0,18.0,36.0
2016,08,22,7.0,11,0,34.0,39.1,52,1007.0,10.0,14.4,39.6
2016,08,22,18.0,12,0,35.0,40.3,49,1006.0,10.0,14.4,39.6
2016,08,22,9.0,17,0,34.0,39.1,52,1006.0,10.0,18.0,39.6
2016,08,29,10.0,11,0,30.0,29.7,40,1009.0,10.0,21.6,39.6
2016,09,12,4.0,18,0,27.0,28.5,65,1015.0,10.0,14.4,39.6
2016,09,18,7.0,11,0,27.0,28.5,65,1010.0,10.0,25.2,43.2
2016,09,27,9.0,11,0,31.0,35.4,62,1011.0,10.0,18.0,39.6
2015,08,08,1.0,17,1,29.0,32.7,70,1006.0,10.0,32.4,50.4
2015,08,09,8.0,16,1,29.0,32.7,70,1003.0,10.0,21.6,43.2
2015,08,09,6.0,17,1,28.0,31.2,74,1003.0,10.0,21.6,43.2
2016,01,18,6.0,16,0,5.0,0.9,81,1025.0,1.6,21.6,39.6
2016,01,23,2.0,11,1,1.0,7.6,60,1041.0,10.0,28.8,46.8
2016,01,23,17.0,15,1,0.0,5.9,44,1038.0,10.0,25.2,46.8
2016,01,23,7.0,16,1,1.0,7.2,44,1038.0,10.0,25.2,46.8
2016,07,27,9.0,19,0,33.0,36.9,52,1005.0,10.0,36.0,54.0
2016,08,07,15.0,18,1,32.0,40.4,70,1002.0,10.0,21.6,39.6
2016,08,10,5.0,17,0,32.0,43.9,79,1004.0,10.0,21.6,39.6
2016,08,17,5.0,12,0,35.0,44.6,59,1002.0,10.0,14.4,32.4
2016,06,22,1.0,13,0,33.0,40.6,63,1004.0,10.0,18.0,36.0
2016,06,24,6.0,16,0,30.0,35.0,70,1003.0,10.0,21.6,39.6
2016,07,17,4.0,12,1,32.0,40.4,70,1007.0,9.0,10.8,32.4
2016,07,27,4.0,17,0,34.0,36.5,44,1004.0,10.0,28.8,50.4
2016,08,26,2.0,22,0,28.0,33.6,89,1008.0,10.0,14.4,32.4
2016,08,28,5.0,11,1,29.0,28.8,42,1008.0,10.0,25.2,43.2
2016,08,28,2.0,15,1,31.0,29.8,31,1006.0,10.0,25.2,46.8
2016,03,08,3.0,20,0,8.0,4.4,93,1016.0,9.0,25.2,43.2
2016,03,08,5.0,21,0,8.0,4.7,93,1016.0,6.0,21.6,43.2
2016,03,09,7.0,18,0,6.0,2.6,66,1025.0,10.0,18.0,36.0
2016,06,21,21.0,14,0,38.0,45.3,44,1004.0,10.0,18.0,36.0
2016,06,22,12.0,13,0,33.0,40.6,63,1004.0,10.0,18.0,36.0
2016,06,24,94.0,16,0,30.0,35.0,70,1003.0,10.0,21.6,39.6
2016,07,14,8.0,16,0,29.0,36.8,89,1003.0,10.0,14.4,32.4
2016,07,17,17.0,12,1,32.0,40.4,70,1007.0,9.0,10.8,32.4
2016,07,22,5.0,16,0,29.0,36.8,89,1006.0,4.0,28.8,46.8
2016,07,27,23.0,17,0,34.0,36.5,44,1004.0,10.0,28.8,50.4
2016,09,18,37.0,15,0,27.0,28.2,61,1007.0,10.0,25.2,43.2
2016,09,19,35.0,12,0,27.0,28.5,65,1010.0,10.0,21.6,39.6
2015,11,25,10.0,9,0,8.0,4.4,87,1026.0,10.0,25.2,43.2
2015,11,25,15.0,12,0,7.0,2.8,76,1025.0,10.0,28.8,46.8
2015,11,26,26.0,12,0,4.0,1.4,52,1029.0,10.0,32.4,50.4
2015,12,27,52.0,18,1,8.0,4.4,71,1033.0,10.0,25.2,43.2
2016,01,11,19.0,10,0,8.0,4.7,87,1025.0,5.0,21.6,39.6
2016,01,11,24.0,12,0,8.0,5.1,81,1024.0,6.0,18.0,36.0
2016,01,23,1.0,11,1,1.0,8.0,60,1039.0,10.0,32.4,50.4
2016,03,08,23.0,16,0,7.0,1.8,87,1013.0,6.0,43.2,61.2
2016,03,08,23.0,17,0,7.0,2.2,93,1014.0,6.0,36.0,57.6
2016,03,08,41.0,18,0,7.0,2.5,87,1015.0,10.0,32.4,50.4
2016,08,29,4.0,11,0,30.0,29.7,40,1009.0,10.0,21.6,39.6
2016,09,12,54.0,18,0,27.0,28.5,65,1015.0,10.0,14.4,39.6
2016,09,13,41.0,13,0,29.0,30.3,55,1016.0,10.0,18.0,36.0
2016,09,18,37.0,11,0,27.0,28.5,65,1010.0,10.0,25.2,43.2
2016,09,18,35.0,13,0,28.0,29.2,58,1009.0,10.0,32.4,50.4
2016,09,27,57.0,11,0,31.0,35.4,62,1011.0,10.0,18.0,39.6
2016,09,27,53.0,13,0,30.0,34.1,66,1010.0,10.0,18.0,36.0
2016,09,27,39.0,14,0,31.0,35.4,62,1009.0,10.0,18.0,39.6
2016,08,06,5.0,18,1,28.0,31.2,74,1003.0,10.0,18.0,36.0
2016,08,10,3.0,16,0,34.0,41.8,59,1004.0,10.0,18.0,36.0
2016,09,12,4.0,10,0,27.0,28.2,61,1016.0,6.0,10.8,28.8
2016,09,26,2.0,12,0,30.0,34.1,66,1011.0,10.0,14.4,32.4
2015,11,25,8.0,12,0,7.0,2.8,76,1025.0,10.0,28.8,46.8
2015,11,26,5.0,12,0,4.0,1.4,52,1029.0,10.0,32.4,50.4
2015,12,27,14.0,18,1,8.0,4.4,71,1033.0,10.0,25.2,43.2
2016,01,11,5.0,12,0,8.0,5.1,81,1024.0,6.0,18.0,36.0
2016,01,30,13.0,12,1,6.0,2.6,70,1029.0,10.0,18.0,36.0
2016,01,31,13.0,11,1,5.0,1.3,65,1031.0,10.0,18.0,36.0
2016,02,01,9.0,19,0,1.0,4.2,65,1034.0,10.0,21.6,39.6
2016,03,08,6.0,16,0,7.0,1.8,87,1013.0,6.0,43.2,61.2
2016,03,08,20.0,17,0,7.0,2.2,93,1014.0,6.0,36.0,57.6
2016,03,08,19.0,18,0,7.0,2.5,87,1015.0,10.0,32.4,50.4
2016,07,05,8.0,16,0,28.0,33.6,89,1009.0,3.5,21.6,39.6
2016,07,08,23.0,18,0,30.0,35.0,70,1004.0,10.0,21.6,43.2
2016,07,08,5.0,21,0,28.0,31.9,79,1006.0,10.0,18.0,39.6
2016,07,09,18.0,13,1,29.0,33.5,74,1004.0,10.0,18.0,36.0
2016,07,09,16.0,14,1,28.0,31.9,79,1004.0,10.0,18.0,36.0
2016,07,09,20.0,17,1,29.0,33.5,74,1003.0,10.0,18.0,43.2
2016,07,09,28.0,19,1,28.0,31.9,79,1003.0,10.0,18.0,39.6
2016,09,12,20.0,18,0,27.0,28.5,65,1015.0,10.0,14.4,39.6
2016,09,13,7.0,13,0,29.0,30.3,55,1016.0,10.0,18.0,36.0
2016,09,18,5.0,13,0,28.0,29.2,58,1009.0,10.0,32.4,50.4
2015,11,24,41.0,17,0,7.0,4.3,93,1026.0,2.8,14.4,32.4
2015,11,24,24.0,18,0,4.0,0.1,93,1027.0,4.0,18.0,36.0
2016,02,14,5.0,13,0,5.0,0.9,42,1029.0,10.0,21.6,39.6
2016,03,08,1.0,9,0,8.0,3.1,71,1017.0,10.0,43.2,61.2
2016,03,11,2.0,20,0,6.0,4.5,61,1025.0,5.0,7.2,25.2
2016,08,06,12.0,18,1,28.0,31.2,74,1003.0,10.0,18.0,36.0
2016,07,07,13.0,20,0,29.0,34.5,79,1008.0,10.0,21.6,39.6
2016,07,08,9.0,18,0,30.0,35.0,70,1004.0,10.0,21.6,43.2
2016,07,08,15.0,21,0,28.0,31.9,79,1006.0,10.0,18.0,39.6
2016,07,09,10.0,14,1,28.0,31.9,79,1004.0,10.0,18.0,36.0
2016,07,10,7.0,17,1,28.0,33.6,89,1000.0,8.0,10.8,28.8
2016,08,05,7.0,18,0,31.0,37.6,70,1005.0,10.0,14.4,39.6
2016,08,09,15.0,19,0,29.0,35.6,84,1004.0,10.0,18.0,36.0
2016,08,22,4.0,11,0,34.0,39.1,52,1007.0,10.0,14.4,39.6
2016,08,22,12.0,17,0,34.0,39.1,52,1006.0,10.0,18.0,39.6
2016,09,13,6.0,13,0,29.0,30.3,55,1016.0,10.0,18.0,36.0
2016,09,18,6.0,11,0,27.0,28.5,65,1010.0,10.0,25.2,43.2
