SHOP_ID,CITY_NAME,SD00,SD01,SD02,SD03,SD04,SJ00,SJ01,SJ02,SJ03,SJ04,SJ05,SJ06,SJ07,SJ08,SJ09,SJ10,SJ11,SJ12,SJ13,SJ14,SJ15,SJ16,SE00,SF00,SG00,SG01,SG02,SG03,SC00,SH00,SH01,SI00,SI01,SI02,SI03,SI04,SI05,SI06,SI07,SI08,SI09
595,杭州,1,4.0,3.0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.1973562187646213,8.316901408450704,21.045774647887324,12.72887323943662,13.394074508122836,0.024451680267666514,2015-09-11,-223,1.3125,0.38437499999999997,1.3499999999999999,1.3499999999999999,1.36875,1.275,1.003125,0.31875,0.6375,3.414634146341464
596,东莞,13,2.0,3.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0.08963015972843985,0.8761904761904762,22.685714285714287,21.80952380952381,14.122068619385484,0.4007067759580462,2015-12-22,-223,0.9286297240379808,1.1329282633263367,0.8914845350764616,0.9286297240379808,0.8543393461149423,0.9286297240379808,0.9990659403768121,1.1422145605667164,1.1940781824247881,0.8196721311475409
597,南京,10,3.0,2.0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0.18135903771088527,8.744755244755245,21.1013986013986,12.356643356643355,16.86170013827281,0.14868730932267396,2016-01-06,-223,0.9961832061068703,0.9961832061068703,1.047709923664122,1.047709923664122,0.9618320610687023,0.9790076335877863,0.9274809160305344,0.9618320610687023,1.08206106870229,1.0
598,北京,7,2.6762295081967213,3.1252927400468384,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0.1423366567077088,0.6826923076923077,22.923076923076923,22.240384615384617,15.943876052828836,0.0386587294964012,2016-07-20,-223,0.9832953380092467,0.929044560739771,0.9708849641175982,0.9358259078984555,0.9765139908505623,1.030764768120038,1.2477678771979408,0.9629512965331933,0.9629512965331933,1.0583941605839415
599,杭州,16,3.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.139198043136579,8.064676616915422,20.885572139303484,12.820895522388062,15.880660301099418,0.0496946967668216,2016-04-14,-223,0.9471989970621663,1.0474596557084035,1.0229749168271396,0.928255017120923,0.8903670572384362,0.9471989970621663,0.9716837359434302,1.1839987463277077,1.0608628767096262,0.9042820808421205
600,上海,13,3.0,6.0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0.164889036635404,7.176706827309237,22.08835341365462,14.911646586345382,15.124459172418053,0.049044344414193246,2016-02-25,-223,0.9992517938405139,1.0116648596025077,0.949599530792538,0.937186465030544,0.9651158629950305,1.0302844582454986,1.0675236555314807,1.0277085143593778,1.0116648596025077,0.9877300613496933
601,成都,20,2.6762295081967213,3.1252927400468384,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0.12759152912247318,9.736842105263158,20.88421052631579,11.147368421052633,15.938700207382283,0.12784005130708137,2016-07-28,-223,1.0002867634937458,1.0275046979526834,1.0590927010103806,0.9318460902020684,0.98975742914118,1.0002867634937458,0.9213167558495028,1.0529334352565745,1.0169753636001178,0.9735106471890885
602,深圳,2,2.6762295081967213,3.1252927400468384,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0.10659592812077968,8.128654970760234,20.669590643274855,12.540935672514621,14.81992708789025,0.019764568586023688,2015-11-24,-223,0.9205160886218838,1.1161257574540342,0.9800035778818359,0.7364128708975071,1.0585935019151664,0.8975031864063368,1.0240741485918459,1.1506451107773548,1.1161257574540342,0.8247422680412371
603,杭州,3,2.6762295081967213,3.1252927400468384,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0.12168656613739423,1.6967213114754098,22.65573770491803,20.95901639344262,13.658145181915918,0.051615632925350936,2016-06-17,-223,1.0655171888048167,0.7698357919668936,0.9951528461478949,0.9649966992949284,1.0705432132803112,1.1576937237962113,1.1618657010554583,0.924788503490973,0.8896063321625121,1.3840837226890572
604,上海,15,0.0,0.0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0.36217747824097435,10.714285714285714,19.791208791208792,9.076923076923078,14.43160949714601,0.025963350983243618,2016-08-02,-223,1.156663104109063,0.662362632267583,1.1270050757985741,1.1665491135458925,1.0368193986337593,1.156663104109063,1.2851812267878475,0.7167356841701458,0.6920206605780718,1.746268656716418
605,孝感,17,2.6762295081967213,3.1252927400468384,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.1815804605819586,8.407534246575343,20.70205479452055,12.294520547945206,16.128992369107362,0.4082045889562525,2016-01-13,-223,0.930245467483893,1.1628068343548663,0.9219397043813583,0.8804108888686845,0.8637993626636149,0.8721051257661497,1.0216088616117753,1.1461953081497966,1.2008884467198615,0.7999999999999999
606,哈尔滨,18,2.6762295081967213,3.1252927400468384,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0.14230785958158562,7.716012084592145,20.948640483383684,13.23262839879154,15.261297379477275,0.36359443576465567,2015-12-05,-222,0.9838765812786874,1.03807317262031,0.9880455498434276,0.9421868956312853,0.9588627698902462,0.9338489585018049,1.0755938897029718,1.0289321042167359,1.0505800783145305,0.9477911646586344
607,杭州,10,2.0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.12893660803918855,8.161214953271028,22.439252336448597,14.278037383177569,17.0158325513601,0.07073036862023946,2015-08-19,-222,0.9757986447241046,1.0280735721200387,0.9757986447241046,1.0019361084220717,0.888673765730881,1.0019361084220717,1.0280735721200387,1.0977734753146178,1.0019361084220717,0.9491525423728814
608,金华,17,4.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.15170609465639834,7.157894736842105,22.105263157894736,14.94736842105263,16.90889867505176,0.027122760096273308,2016-06-02,-222,0.9842590921661056,1.0125927262671155,0.9438128429735001,0.8998701397581347,0.9850520430206298,1.0508037725413464,0.9995435106757979,1.0481002693731103,1.0759656032242593,0.9720187264178158
609,无锡,14,2.6762295081967213,3.1252927400468384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0.15515869580646105,7.406779661016949,20.1864406779661,12.779661016949152,15.689823716906465,0.02009269915754697,2016-07-05,-222,0.9311469141605826,1.1079648127007349,0.9910063586423343,0.897891667226276,0.9045427166131373,0.9444490129343052,0.984355309255473,1.117376296992699,1.1212669114744573,0.8404119909646341
610,郑州,12,3.0,7.0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0.0903573066540871,2.12,22.67157894736842,20.55157894736842,14.828567155853666,0.20044157443816915,2015-07-13,-222,0.8897847153498685,1.198950168117432,0.8008062438148816,0.8555622262979504,0.9114812600813207,0.8418732306771832,1.0814306540406093,1.2702358694763092,1.1498756321444454,0.7421365282820644
611,广州,11,2.6762295081967213,3.1252927400468384,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0.16598533378488609,8.372262773722628,22.78832116788321,14.416058394160583,17.428707015511545,0.10218008631080021,2016-06-14,-222,0.9628286491387126,1.1097008159564823,0.9995466908431551,0.913871260199456,0.9628286491387126,0.9261106074342702,0.9057116953762466,0.9873073436083408,1.2320942883046238,0.8676470588235294
612,杭州,4,3.0,1.0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.1373586258131692,10.155339805825243,22.485436893203882,12.33009708737864,17.30987858518557,0.05597481404355119,2016-07-15,-222,0.921832884097035,1.15633423180593,1.0107816711590296,0.8409703504043127,0.889487870619946,0.8733153638814016,1.0350404312668464,1.123989218328841,1.1482479784366577,0.7972027972027972
613,佛山,17,3.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.1351645800938427,8.127478753541077,21.93484419263456,13.807365439093484,16.467115387124306,0.08738766123741679,2015-11-13,-222,0.8529512081091835,1.2263383033265673,0.8477502861085177,0.8243461371055218,0.8169866374437554,0.8373484421071862,0.9688926642936126,1.2170157481557862,1.4083705733498688,0.6955268426301834
614,上海,8,3.0,5.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0.1440960911132704,7.282674772036474,20.677811550151976,13.395136778115502,15.067621679077808,0.4236368985777952,2015-12-07,-222,0.9802069929046352,1.0445819022729221,0.9333246582438536,0.9147817842390088,0.9209627422406237,0.9951342382600028,1.069305734279382,1.0816676502826117,1.0600342972769596,0.9383725591758649
615,常州,13,3.0,4.0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0.1073406212802669,9.120689655172415,21.99137931034483,12.870689655172415,15.965846108354816,0.29177850845667275,2016-07-06,-222,0.8669048180876416,1.2075126892076236,0.8616721817048187,0.8490274725856607,0.8385621998200152,0.8121507919516683,0.9970306470300968,1.330474671367977,1.2366645282444988,0.7179260523187623
616,深圳,19,2.0,3.0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.09943036920630417,0.2692307692307692,22.837606837606838,22.568376068376068,14.056116837472395,0.9400232466127681,2015-12-01,-222,0.8520431293299487,1.2452938044053097,0.8334943142683369,0.7865013501507219,0.8454889514120261,0.8717056630837168,0.9962350435242477,1.297727227748691,1.2715105160770004,0.6842105263157895
617,厦门,2,4.0,1.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.1400102401178803,9.956375838926174,21.802013422818792,11.845637583892618,15.974683554825756,0.04614596393036607,2015-10-22,-222,1.0989474081343942,0.7360258088798425,1.0304361324317795,1.0733709712831037,1.0989474081343942,1.2512438750957322,1.1285729069490917,0.7360258088798425,0.8464296802118189,1.4930827083453526
618,上海,2,4.0,0.0,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0.16006238863861208,2.3714285714285714,22.445714285714285,20.074285714285715,12.762604738382223,0.039474040867305306,2015-11-16,-222,1.1701093560145808,0.6616038882138517,1.2466585662211422,1.0224787363304981,1.071688942891859,1.1865127582017012,1.3013365735115432,0.8037667071688943,0.5358444714459295,1.7685950413223142
619,深圳,20,0.0,5.0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0.14734998925520235,0.1926829268292683,22.921951219512195,22.729268292682928,14.923597272684065,0.9897759533687006,2015-09-16,-222,0.8056968463886063,1.3550356052899286,0.7507629704984741,0.7873855544252288,0.7690742624618514,0.7782299084435401,0.970498474059003,1.5198372329603254,1.2634791454730416,0.5945945945945946
620,上海,4,3.0,2.0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0.12851056856216966,7.254901960784314,21.76750700280112,14.512605042016808,15.273346873157276,0.06704707257491184,2015-11-09,-222,1.0573188062529608,0.8441496920890573,1.065845570819517,1.0914258645191852,1.065845570819517,1.0232117479867362,1.0487920416864045,0.9123638086215065,0.8910468972051161,1.2525252525252526
621,广州,3,0.0,1.0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0.4522279275596268,10.88,19.506666666666668,8.626666666666667,14.32382732531762,0.030017888891997274,2016-06-02,-222,1.0983012539163213,0.7735555512045943,0.9923248171349219,1.0067761494232945,1.2042776906977208,1.0364973615533548,1.2813514629023748,1.028862421632511,0.5780532915349059,1.4198091555364412
622,阜阳,14,2.0,5.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0.10403449644058382,9.5741127348643,21.603340292275576,12.029227557411275,15.82154018874494,0.6491897780044721,2015-07-08,-221,0.8462447250406236,1.335186121730762,0.7201068948185473,0.7710229717036794,0.8180365675392696,0.8932583208762139,1.0154936700487485,1.335186121730762,1.2654646065113937,0.6338028169014084
623,北京,16,3.0,3.0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0.15661961029723503,10.798192771084338,20.72289156626506,9.92469879518072,16.01259124337697,0.16027535691137354,2015-11-19,-221,0.9658536585365853,1.0317073170731708,0.921951219512195,0.9439024390243902,1.075609756097561,0.921951219512195,1.0317073170731708,1.075609756097561,1.0317073170731708,0.9361702127659574
624,南京,17,2.6762295081967213,3.1252927400468384,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.13782102430623475,7.652046783625731,20.96783625730994,13.315789473684209,15.786304887594186,0.05036323092172323,2015-11-24,-221,0.9408063265578107,1.0048415545403748,1.0376687012813932,0.9095982453162651,0.9362424372463698,0.9050343560048242,0.8800092295741921,1.1312929450060303,1.2545062044727402,0.9362733082711189
625,重庆,17,2.6762295081967213,3.1252927400468384,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0.1649265905688673,8.091445427728614,21.029498525073745,12.938053097345131,16.433143911178014,0.15006534896040738,2015-11-27,-221,0.9322314049586777,1.090909090909091,0.9520661157024793,0.8826446280991735,0.9619834710743802,0.9322314049586777,0.9272727272727274,1.140495867768595,1.1801652892561985,0.8545454545454545
626,南京,3,2.6762295081967213,3.1252927400468384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0.1063508224015469,7.9787234042553195,20.97872340425532,13.0,15.479957556937649,0.06010748594630379,2016-05-23,-221,0.9688814129520605,1.1581160639192598,0.9537426408746846,1.0067283431455003,0.7115222876366695,1.0445752733389402,0.9991589571068125,1.1656854499579479,0.9915895710681244,0.8366013071895425
627,北京,5,2.6762295081967213,3.1252927400468384,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0.12137024565881968,1.0538922155688624,22.868263473053894,21.814371257485032,13.715780055428757,0.006980014673753726,2016-05-14,-221,1.162497839085687,0.6645612646773177,1.174122817476544,1.0598105299664513,1.1702478246795915,1.1818728030704484,1.211264478125896,0.7517486026087442,0.6238738403093187,1.7492711370262393
628,北京,9,3.0,8.0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0.09313979116847836,4.797653958944282,22.24926686217009,17.451612903225808,14.928903148743375,0.08922205529106592,2015-11-25,-221,0.7123735028800657,1.5671766966049019,0.610605859611485,0.637544353417874,0.610605859611485,0.7063871709230904,1.036144042289946,1.6447739633893663,1.474388551271784,0.45455850921171587
629,上海,10,3.0,4.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.15207926079747236,7.124293785310734,21.528248587570623,14.40395480225989,15.915120478328001,0.11996249647536197,2015-11-12,-221,0.8745796129552044,1.1671796615329015,0.9300407591426075,0.8404496768398793,0.9087095490705294,0.8617808869119574,0.9044433070561138,1.1860152800075454,1.3268012664832611,0.7493101891499597
630,江门,17,2.6762295081967213,3.1252927400468384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0.12000649190160168,8.858064516129032,21.916129032258066,13.058064516129035,16.493510215974613,0.06234972537164434,2016-05-30,-221,0.8104511653135745,1.3441629083249529,0.7099748396658734,0.7636819064436816,0.7320545438948591,0.8144045856321773,0.9330071951902614,1.4074176334225976,1.4848452221120227,0.6029411764705882
631,杭州,3,3.0,0.0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0.08918886134493269,0.5271084337349398,22.900602409638555,22.373493975903614,13.573469038557569,0.014446743423152346,2015-11-18,-221,0.9861630733227069,0.9817455017551803,0.99684927870526,0.9461948451637444,0.8344836764919032,1.0195049441303796,1.0874719404057382,1.0465781811230257,1.1010085589020613,1.0044997115440089
632,南昌,2,4.0,1.0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.11781629700157958,6.57258064516129,22.201612903225808,15.629032258064518,16.284224023714614,0.12874017079536132,2015-10-12,-221,1.0380162047889658,0.8314018826607946,1.0336347730377446,1.048614987139741,1.1160259505987244,1.0785754153437337,0.9587337025277632,0.9587337025277632,0.9362633813747687,1.2485131756821728
633,南京,7,1.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0.17473090518102954,8.625,20.045454545454547,11.420454545454547,14.549703326827029,0.09301402289728351,2016-08-05,-221,0.9430745170841938,1.0320438111487404,0.8274144348002832,0.9608683758971032,0.9964560935229217,0.9749696753778971,0.9786622347100125,1.0587345993681043,1.227776258090743,0.9137931034482758
634,上海,10,0.0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0.18338038632038753,8.33941605839416,20.51094890510949,12.17153284671533,16.291718366073255,0.048804970900298075,2016-02-01,-221,0.920245398773006,1.1042944785276072,0.9570552147239263,0.920245398773006,0.8098159509202454,0.7730061349693251,0.9938650306748466,1.1411042944785275,1.3803680981595092,0.8333333333333334
635,武汉,1,3.0,1.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.13497834625210733,10.121428571428572,20.65714285714286,10.535714285714286,15.379341537180443,0.03575358055954983,2016-06-14,-221,0.9109311740890689,1.202429149797571,0.9109311740890689,1.0020242914979758,0.9838056680161944,0.819838056680162,0.9109311740890689,1.1295546558704455,1.1295546558704455,0.7575757575757576
636,常州,1,4.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0.12896547099142303,6.866043613707165,21.710280373831775,14.844236760124609,16.46434849655541,0.07427967883157009,2015-10-27,-221,0.9947009841029524,1.0015140045420137,0.9674489023467071,0.9947009841029524,1.008327024981075,0.9947009841029524,0.9947009841029524,1.0219530658591975,1.0219530658591975,0.9931972789115646
637,武汉,8,4.0,0.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0.15705838927911228,7.2507288629737605,20.927113702623906,13.676384839650146,14.152189447313042,0.03547406295230221,2015-11-21,-221,1.1374309392265194,0.7178867403314917,1.1405386740331491,1.1187845303867403,1.1374309392265194,1.1560773480662985,1.0970303867403315,0.7645027624309393,0.7303176795580111,1.5844155844155845
638,深圳,15,4.0,9.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.10730412582603441,9.392857142857142,21.834821428571427,12.441964285714285,16.36328961684615,0.10361665303930828,2016-03-18,-220,1.0117386404900852,0.9137264596926081,0.9187376090854439,0.9832834912263015,1.0528405227599948,0.9927685409808961,1.2140863685881023,0.9990919074839592,0.9137264596926081,1.1072664359861593
639,常州,9,3.0,5.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.09985471414496233,6.896373056994818,21.976683937823836,15.080310880829018,15.036415018516157,0.16263023852125397,2015-10-10,-220,0.9558412520961431,1.0765790944661822,0.9256567915036333,0.9809949692565679,0.9055338177752935,0.9558412520961431,1.0665176076020124,1.0866405813303521,1.0463946338736725,0.8878504672897197
640,北京,17,4.0,3.0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0.14779980324570774,7.917948717948718,18.98974358974359,11.071794871794872,14.374667960439057,0.17479236451295438,2016-04-20,-220,0.8913054479706988,1.1394531713773186,0.7627639421019531,0.8393042674183643,0.9283431987586854,0.9856375674216319,1.177399184669399,1.2104234225439972,1.0653697977379524,0.7822220959667257
641,珠海,5,2.6762295081967213,3.1252927400468384,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0.09474333775033428,0.4811320754716981,22.952830188679247,22.471698113207548,14.898742328135603,0.041898558367745385,2016-07-18,-220,0.9814287485625817,1.0582362158413923,1.0411678897794345,0.896087118252792,0.9558262594696447,0.9728945855316027,0.9728945855316027,1.1229675224064086,0.9984970746245396,0.9274193548387097
642,杭州,4,2.0,3.0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0.09565072347883387,0.4659090909090909,22.698863636363637,22.232954545454547,12.930131971978742,0.03810341610599342,2016-01-31,-220,1.0254135812176546,1.0072305144911409,1.0651280206695986,0.9636872567963035,0.9767982853291525,0.9970864381038115,1.0304856194113194,1.02034154302399,0.9138287409570299,1.0180525375918539
643,温州,5,4.0,0.0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0.07255894751530378,0.17714285714285713,22.94,22.762857142857143,14.04951697633534,0.057583831592205724,2015-11-16,-220,0.9902694610778442,0.997005988023952,1.0104790419161676,0.9431137724550898,0.9767964071856287,0.9902694610778442,1.0374251497005986,1.0172155688622753,1.0374251497005986,0.9932432432432432
644,广州,7,3.0,1.0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0.1458665633681764,5.754716981132075,22.358490566037737,16.60377358490566,15.431702066576257,0.14185946095832755,2016-07-16,-220,0.8184097755276516,1.2847495121232968,0.8286398977217472,0.7689975180857602,0.7161085535866951,0.9002507530804167,0.9411712418567993,1.4526773515615816,1.2889953964560512,0.6370189424513354
645,广州,2,1.0,0.0,1,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0.14089558636332564,0.4057142857142857,22.885714285714286,22.48,13.225477587874064,0.03894918312938417,2015-11-16,-220,1.0597711429253094,0.8417610792378173,1.1142736588471824,1.0294919674131577,1.0209227336537698,1.0814810846780731,1.1142736588471824,0.89020776005726,0.8478169143402475,1.2589928057553954
646,南京,3,4.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.17176308052431566,7.991379310344827,21.21551724137931,13.224137931034482,16.11618413646381,0.059465209588488006,2016-07-08,-220,1.0414847161572054,0.8449781659388647,1.4344978165938866,1.2183406113537119,0.8842794759825328,0.8449781659388647,0.8056768558951966,0.8449781659388647,1.0807860262008735,1.232558139534884
647,达州,19,2.6762295081967213,3.1252927400468384,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.12618578411894155,8.31306990881459,21.571428571428573,13.258358662613983,16.33496167181617,1.150083275842299,2015-12-07,-220,0.8919511539747087,1.2160976920505828,0.8260243295504911,0.8531706690192866,0.8764389599925398,0.8997072509657932,1.059366216679222,1.2487316155645922,1.1285121122027837,0.7334535373311181
648,南京,8,3.0,2.0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.1455832368443513,9.024,20.704,11.680000000000001,15.926462671405172,0.03440370316391263,2016-02-25,-220,0.9818487476938154,0.9754375746269484,0.916088911202111,0.9699575882526397,0.9261176972581701,1.074077329364505,1.1179172203589745,1.0795573157388136,0.9589976155040223,1.0065726123676535
649,杭州,3,4.0,0.0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0.21116698027876543,6.454810495626822,22.408163265306122,15.953352769679299,12.70216662109049,0.02881688227662392,2015-11-16,-220,1.269749864054164,0.4828161317556334,1.270703846983059,1.2744100221921952,1.2912524453929732,1.2575675989914172,1.2238827525898615,0.5029426169543217,0.4266747210863737,2.6298828488539803
650,广州,18,3.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0.1240010367032156,7.966101694915254,21.994350282485875,14.028248587570621,16.5359922485407,0.04465467840774845,2015-11-12,-220,0.8828222807795679,1.2123975055767182,0.9009660184882275,0.8185961698320114,0.8519945251800811,0.8782627935729536,0.9382673790180704,1.2529990985597868,1.2636942289925825,0.7281624027753368
651,杭州,3,2.0,5.0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0.3194676722190047,6.5225225225225225,18.945945945945947,12.423423423423426,10.62264159517603,0.03852239405168608,2015-07-03,-220,1.2166771951989892,0.5571699305116867,1.188250157927985,1.2166771951989892,1.2166771951989892,1.2195198989260898,1.202463676563487,0.6481364497789008,0.5344283006948831,2.1836734693877546
652,杭州,19,4.0,0.0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0.16543775650240294,8.938888888888888,21.016666666666666,12.077777777777778,16.90420076241577,0.1976563361166393,2015-11-06,-220,0.853448275862069,1.275112443778111,0.8500749625187406,0.8028485757121439,0.7758620689655172,0.8095952023988006,0.9580209895052474,1.2447526236881559,1.4302848575712144,0.6693121693121693
653,温州,5,4.0,0.0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0.0789003593538787,0.4,22.88,22.48,14.161929878358961,0.03401694438233692,2015-11-16,-220,0.9918161305696158,0.9918161305696158,0.9918161305696158,0.944672836976261,0.9536693563169383,1.0108895176959545,1.08082527049253,1.1062564533276484,0.9282381734818199,1.0
654,郑州,2,2.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.16250851837929783,9.895652173913044,21.408695652173915,11.51304347826087,17.03349392794269,0.20360808894214308,2015-10-20,-219,0.955958549222798,1.1191709844559585,0.839378238341969,0.8160621761658031,0.9326424870466322,1.1424870466321244,0.9792746113989638,1.1424870466321244,1.072538860103627,0.8541666666666667
655,佛山,4,4.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0.07958300028170107,1.2325581395348837,22.688953488372093,21.45639534883721,14.603078037397601,0.1275150629733532,2015-11-16,-219,0.9607046768774103,1.0607780807188072,1.0007340384139691,0.8764925322768273,0.9607046768774103,0.992427195359038,0.9807193576456897,1.100807442255366,1.0666319995754814,0.9056603773584906
656,杭州,1,4.0,4.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.11852280748885925,9.283636363636363,21.62909090909091,12.345454545454546,15.93505661586361,0.053813337737547415,2015-10-05,-219,1.116471399035148,0.7195037904893177,1.1102687801516196,1.2405237767057202,1.1102687801516196,1.1909028256374914,0.9862164024810475,0.6822880771881461,0.8435561681598897,1.5517241379310343
657,昆明,10,3.0,3.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0.11638420799051093,2.0677966101694913,22.56779661016949,20.5,14.857066527052702,0.1790783311890593,2016-03-05,-219,0.9179832835576274,1.004044216391155,0.8892963059464516,0.8892963059464516,0.9036397947520395,0.9550606642495859,1.3237961716544808,1.1618225932526223,0.9550606642495859,0.9142857142857143
658,上海,7,3.0,3.0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0.16502645862735493,10.124600638977636,20.69968051118211,10.575079872204473,16.164410798702608,0.029009706096208655,2015-12-22,-219,0.907909820405044,1.1211310661062286,0.8528849828047382,0.8666411922048147,0.8941536110049675,0.9216660298051204,1.169277799006496,1.1761559037065343,1.0901795949560567,0.8098159509202454
659,深圳,7,2.0,3.0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0.23923826449199706,8.418316831683168,19.034653465346533,10.616336633663366,12.074722911435451,0.5886942181043031,2015-08-11,-219,1.1880707105285466,0.5836136823649001,1.1463840189310537,1.1776490376291733,1.2506007479247858,1.2297574021260393,1.1255406731323072,0.860673465589519,0.43771026177367506,2.0357142857142856
660,上海,14,4.0,3.0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.1625233339839803,6.547671840354767,22.543237250554323,15.995565410199557,16.901468251746493,0.06392719822007611,2015-08-07,-219,0.9032688243701013,1.1549994803420967,0.9180765100155127,0.8440380817884553,0.8884611387246898,0.9328841956609242,0.9550957241290414,1.1846148516329196,1.218561193336259,0.782051282051282
661,北京,18,3.0,3.0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0.16165780977781966,10.48404255319149,20.404255319148938,9.920212765957448,16.160939275173988,0.2771795113586125,2016-04-27,-219,0.9130243597932571,1.178220194160444,0.9220853693429562,0.9092786281020818,0.8169738004866992,0.9258311010341316,0.9103667208639953,1.152606711678695,1.27161311453774,0.7749182744604411
